Date,Open,High,Low,Close,Volume
23-Mar-15,162.77,165.35,162.73,164.63,5930127
20-Mar-15,160.95,163.00,160.35,162.88,9006417
19-Mar-15,159.70,160.92,158.81,159.81,3878559
18-Mar-15,156.85,160.70,155.80,159.81,5738827
17-Mar-15,156.20,157.29,155.37,156.96,3311943
16-Mar-15,155.05,157.09,154.80,157.08,3749638
13-Mar-15,157.46,157.52,153.40,154.28,6064120
12-Mar-15,156.27,158.72,156.27,157.98,4567346
11-Mar-15,158.57,159.14,155.94,156.80,5709890
10-Mar-15,159.60,160.23,157.81,157.81,4600968
9-Mar-15,158.20,161.15,158.20,160.77,5193874
6-Mar-15,160.19,161.44,158.06,158.50,4540174
5-Mar-15,159.86,161.50,159.70,161.18,3791660
4-Mar-15,160.54,160.56,158.72,159.42,3633635
3-Mar-15,160.27,161.75,160.00,161.03,3234401
2-Mar-15,161.68,161.89,159.81,160.48,5917862
27-Feb-15,161.05,162.29,160.16,161.94,4410037
26-Feb-15,163.74,164.14,159.77,160.87,7110772
25-Feb-15,164.94,164.96,162.58,162.81,4004559
24-Feb-15,162.49,164.99,161.51,164.83,4701626
23-Feb-15,164.23,164.40,162.50,162.91,2714434
20-Feb-15,163.64,164.34,162.09,163.65,3352982
19-Feb-15,162.05,164.49,161.44,163.89,3504380
18-Feb-15,161.86,162.47,160.64,162.19,4358385
17-Feb-15,159.75,161.41,159.73,160.96,2894508
13-Feb-15,158.78,160.80,158.64,160.40,3706919
12-Feb-15,158.72,159.50,158.09,158.52,3333063
11-Feb-15,157.76,159.09,157.17,158.20,3626658
10-Feb-15,156.74,158.56,155.08,158.56,4440614
9-Feb-15,156.00,157.50,155.40,155.75,3057726
6-Feb-15,157.34,158.08,156.23,156.72,3256452
5-Feb-15,157.29,158.59,157.15,157.91,5253637
4-Feb-15,157.21,158.71,156.70,156.96,3678459
3-Feb-15,154.75,158.60,154.75,158.47,5539406
2-Feb-15,154.00,154.66,151.51,154.66,4712247
30-Jan-15,153.91,155.24,153.04,153.31,6563570
29-Jan-15,151.38,155.58,149.52,155.48,8320847
28-Jan-15,154.00,154.53,151.55,151.55,4495933
27-Jan-15,154.94,155.09,152.59,153.67,5659568
26-Jan-15,158.26,159.46,155.77,156.36,7888143
23-Jan-15,155.03,157.60,154.89,155.87,4834847
22-Jan-15,151.94,155.72,151.76,155.39,6120113
21-Jan-15,153.03,154.50,151.07,152.09,11897123
20-Jan-15,156.70,157.33,154.03,156.95,8392773
16-Jan-15,153.82,157.63,153.82,157.14,5756041
15-Jan-15,156.69,156.97,154.16,154.57,4251723
14-Jan-15,154.86,156.49,153.74,155.80,4690294
13-Jan-15,157.26,159.97,155.68,156.81,4377510
12-Jan-15,159.00,159.25,155.76,156.44,4187638
9-Jan-15,158.42,160.34,157.25,159.11,4488347
8-Jan-15,156.24,159.04,155.55,158.42,4241113
7-Jan-15,157.20,157.20,154.03,155.05,4701839
6-Jan-15,159.67,159.96,155.17,156.07,6146712
5-Jan-15,161.27,161.27,159.19,159.51,4880389
2-Jan-15,161.31,163.31,161.00,162.06,5525466
31-Dec-14,160.41,161.50,160.38,160.44,4011909
30-Dec-14,160.02,160.82,159.79,160.05,2829904
29-Dec-14,162.00,162.34,159.45,160.51,3331833
26-Dec-14,162.27,163.09,162.01,162.34,1912310
24-Dec-14,162.88,162.99,161.61,161.82,1869977
23-Dec-14,162.23,162.90,161.61,162.24,4044220
22-Dec-14,158.33,161.91,158.33,161.44,4682509
19-Dec-14,157.49,160.41,157.49,158.51,8864850
18-Dec-14,153.58,157.68,153.30,157.68,7302356
17-Dec-14,151.52,153.31,151.11,151.93,5139465
16-Dec-14,152.03,154.89,150.50,151.41,6782593
15-Dec-14,155.93,156.74,152.84,153.06,6500311
12-Dec-14,160.25,160.50,155.33,155.38,8611748
11-Dec-14,160.82,162.93,160.52,161.07,3989571
10-Dec-14,163.01,163.33,160.03,160.51,4082384
9-Dec-14,160.84,163.02,160.80,162.99,3865905
8-Dec-14,163.29,163.29,161.54,161.86,2851383
5-Dec-14,163.61,164.50,162.91,163.27,3013500
4-Dec-14,164.01,164.50,163.01,164.05,3862916
3-Dec-14,162.47,164.52,162.00,164.52,6434994
2-Dec-14,162.47,162.73,161.64,162.67,3465747
1-Dec-14,161.64,163.32,161.35,161.54,4168384
28-Nov-14,162.75,163.37,161.44,162.17,2405512
26-Nov-14,161.93,162.10,161.01,161.95,3967223
25-Nov-14,162.65,163.50,161.56,161.76,4062378
24-Nov-14,161.54,163.86,161.06,162.15,6619032
21-Nov-14,161.83,161.95,160.75,160.92,4076875
20-Nov-14,160.95,161.50,159.80,160.64,4183102
19-Nov-14,162.05,162.10,160.96,161.43,3802631
18-Nov-14,164.73,164.75,161.89,161.89,5412495
17-Nov-14,164.16,164.97,163.72,164.16,4798933
14-Nov-14,162.10,164.49,161.69,164.16,4978415
13-Nov-14,162.00,162.80,161.80,162.79,3239726
