Date,Open,High,Low,Close,Volume
20-Aug-15,87.55,87.94,86.34,86.45,208775
19-Aug-15,91.51,91.51,89.23,90.07,179243
18-Aug-15,92.36,93.25,92.19,92.66,84907
17-Aug-15,93.17,93.78,92.51,93.57,144869
14-Aug-15,93.67,94.11,93.33,93.74,133040
13-Aug-15,95.70,95.70,94.74,94.81,155388
12-Aug-15,93.62,94.99,93.21,94.80,150640
11-Aug-15,93.67,94.57,93.29,94.32,174663
10-Aug-15,94.50,95.43,94.39,95.42,116664
7-Aug-15,94.40,94.70,93.21,93.48,113535
6-Aug-15,94.52,94.90,94.02,94.50,110686
5-Aug-15,95.46,96.21,94.36,94.40,141660
4-Aug-15,95.52,95.89,94.55,94.88,128423
3-Aug-15,96.58,96.70,95.15,95.52,167993
31-Jul-15,99.63,99.81,98.16,98.39,89999
30-Jul-15,100.65,100.75,99.70,100.11,104950
29-Jul-15,100.22,102.93,100.19,102.52,240662
28-Jul-15,98.52,99.56,97.77,99.23,180597
27-Jul-15,95.69,96.28,94.89,95.17,217670
24-Jul-15,101.00,101.31,99.57,99.92,112362
23-Jul-15,102.05,102.05,101.10,101.44,96139
22-Jul-15,101.99,102.35,101.44,101.66,95659
21-Jul-15,102.55,103.36,102.00,102.01,105932
20-Jul-15,102.46,102.80,101.70,101.99,140352
17-Jul-15,103.95,103.95,103.18,103.42,81993
16-Jul-15,103.81,104.24,103.27,104.13,115156
15-Jul-15,103.29,103.49,102.13,102.35,148670
14-Jul-15,103.03,104.02,103.03,103.49,157758
13-Jul-15,105.05,105.19,104.38,104.42,169681
10-Jul-15,104.92,105.12,103.22,104.54,157210
9-Jul-15,104.22,104.73,103.13,103.78,225237
8-Jul-15,103.94,104.43,101.45,101.55,277536
7-Jul-15,106.36,107.31,103.64,106.70,374262
6-Jul-15,108.99,110.75,108.52,108.70,152356
2-Jul-15,111.54,112.50,110.38,110.62,115459
1-Jul-15,110.70,111.04,109.00,109.23,118580
30-Jun-15,112.34,112.34,110.33,110.81,94579
29-Jun-15,110.45,111.22,109.73,109.86,93679
26-Jun-15,113.14,113.47,112.26,112.71,109142
25-Jun-15,116.33,116.33,115.50,115.54,111204
24-Jun-15,117.91,118.33,116.66,116.94,144562
23-Jun-15,115.00,115.29,114.44,115.08,88799
22-Jun-15,112.79,113.53,112.46,112.93,93031
19-Jun-15,111.50,112.04,111.27,111.75,158504
18-Jun-15,111.06,111.72,110.77,111.27,98552
17-Jun-15,111.83,112.04,110.72,111.54,104089
16-Jun-15,111.11,112.01,110.62,111.84,92764
15-Jun-15,113.99,113.99,112.43,113.06,81116
12-Jun-15,115.09,115.46,114.95,115.04,69144
11-Jun-15,114.67,115.10,114.02,114.54,109253
10-Jun-15,114.37,115.27,114.29,114.94,138284
9-Jun-15,115.18,115.20,114.59,115.00,82801
8-Jun-15,116.24,117.18,116.24,116.44,98623
5-Jun-15,115.00,116.05,114.36,115.39,74468
4-Jun-15,117.46,117.46,116.26,116.76,83773
3-Jun-15,118.25,118.55,117.71,117.90,118323
2-Jun-15,117.76,119.13,117.60,118.36,114836
1-Jun-15,118.20,118.28,117.35,117.48,111975
29-May-15,119.41,119.41,118.23,118.49,145225
28-May-15,120.20,120.20,118.77,119.93,203645
27-May-15,123.29,124.19,122.94,123.88,89674
26-May-15,125.15,125.25,123.19,123.35,144071
22-May-15,124.06,125.46,123.90,124.77,178282
21-May-15,122.18,122.87,121.81,122.39,138834
20-May-15,123.40,123.87,122.89,123.41,89985
19-May-15,124.24,124.46,123.39,123.72,127619
18-May-15,122.40,123.78,121.75,123.12,304428
15-May-15,123.20,125.30,123.00,124.99,439844
14-May-15,121.54,122.35,120.57,121.31,176132
13-May-15,121.59,121.98,120.89,121.21,104165
12-May-15,120.55,122.37,120.21,122.21,134927
11-May-15,122.97,123.43,121.98,122.13,206059
8-May-15,125.65,126.68,124.12,125.78,145096
7-May-15,123.52,125.01,122.36,124.83,304801
6-May-15,127.94,128.20,125.17,125.62,179112
5-May-15,129.00,129.36,127.51,127.94,143046
4-May-15,129.85,130.97,129.68,130.61,166201
1-May-15,129.07,130.08,128.56,129.50,94652
30-Apr-15,128.42,129.39,128.04,128.92,158692
29-Apr-15,128.93,130.19,128.30,130.04,187383
28-Apr-15,131.47,131.95,130.24,131.47,165291
27-Apr-15,133.88,136.22,133.61,134.30,353693
24-Apr-15,129.63,130.17,128.95,130.05,190500
23-Apr-15,130.48,131.51,129.98,131.24,196263
22-Apr-15,131.75,131.86,130.82,131.37,129103
21-Apr-15,131.85,132.24,130.83,130.98,188416
20-Apr-15,129.30,130.90,128.77,129.59,327791
17-Apr-15,132.19,133.38,131.16,133.23,348844
16-Apr-15,134.96,136.98,134.46,136.37,417800
15-Apr-15,130.01,131.32,129.35,130.99,406315
14-Apr-15,127.80,129.64,127.19,128.36,587418
13-Apr-15,129.98,130.79,128.07,128.34,241867
10-Apr-15,129.50,130.47,128.51,130.29,365769
9-Apr-15,128.18,131.35,126.19,131.17,820734
8-Apr-15,122.61,124.53,121.23,122.85,411892
7-Apr-15,115.07,116.18,114.85,115.74,130028
6-Apr-15,113.73,116.09,113.73,115.58,138156
2-Apr-15,112.66,113.46,112.65,112.87,106665
1-Apr-15,111.35,113.19,111.35,112.76,115215
31-Mar-15,110.17,111.55,110.15,111.21,139383
30-Mar-15,109.83,111.44,109.81,111.16,202235
27-Mar-15,107.76,107.87,106.14,106.61,277236
26-Mar-15,106.74,107.49,105.15,106.05,138548
25-Mar-15,107.11,107.43,105.70,106.04,177401
24-Mar-15,105.82,105.91,104.46,104.87,157795
23-Mar-15,107.44,108.00,106.83,106.93,100675
20-Mar-15,108.03,109.20,108.03,108.90,92023
19-Mar-15,108.20,108.79,107.65,108.03,117114
18-Mar-15,106.01,108.99,105.65,108.40,202311
17-Mar-15,104.11,105.40,104.10,105.12,96892
16-Mar-15,105.96,105.96,103.34,103.74,214269
13-Mar-15,105.72,105.72,104.66,105.57,110380
12-Mar-15,106.23,106.35,105.02,105.22,75342
11-Mar-15,105.91,105.94,105.06,105.40,70355
10-Mar-15,106.54,106.56,105.32,105.70,115861
9-Mar-15,108.01,108.20,107.34,107.50,92609
6-Mar-15,108.34,108.34,106.25,106.70,190433
5-Mar-15,109.33,109.80,109.01,109.22,118757
4-Mar-15,110.91,111.20,109.70,110.82,203150
3-Mar-15,113.00,113.61,112.50,113.38,118131
2-Mar-15,114.99,115.32,114.49,114.97,118631
27-Feb-15,114.99,116.98,114.99,116.37,106519
26-Feb-15,115.43,115.69,115.12,115.29,120241
25-Feb-15,113.97,114.45,113.69,114.07,60081
24-Feb-15,114.14,115.00,113.86,114.33,99646
23-Feb-15,113.96,114.36,113.18,113.50,77005
20-Feb-15,114.22,114.87,113.90,114.81,98866
19-Feb-15,114.48,115.24,113.99,114.10,115516
18-Feb-15,115.41,115.77,114.80,115.59,142140
17-Feb-15,112.77,114.11,112.58,113.89,174154
13-Feb-15,111.40,112.09,111.31,111.79,80834
12-Feb-15,110.76,112.08,110.60,111.42,104767
11-Feb-15,109.76,109.77,108.72,109.50,108179
10-Feb-15,111.30,111.30,109.31,109.74,199197
9-Feb-15,111.13,111.82,110.65,111.08,118481
6-Feb-15,110.44,111.00,109.93,109.98,121859
5-Feb-15,111.58,112.49,111.17,112.33,111503
4-Feb-15,114.55,115.70,113.81,114.12,158349
3-Feb-15,112.09,114.91,111.63,114.27,242311
2-Feb-15,110.25,111.26,109.31,110.90,148105
30-Jan-15,108.28,109.99,107.70,108.57,176428
29-Jan-15,109.14,109.47,107.25,109.35,154336
28-Jan-15,110.56,110.60,108.32,108.39,122847
27-Jan-15,111.87,112.14,110.86,111.62,201579
26-Jan-15,114.35,115.09,113.92,114.90,78684
23-Jan-15,114.53,115.79,114.29,114.46,115463
22-Jan-15,112.98,113.98,112.23,113.70,131222
21-Jan-15,110.64,112.68,110.50,112.11,149715
20-Jan-15,110.82,110.88,109.63,110.29,201986
16-Jan-15,112.17,114.13,112.16,114.05,193454
15-Jan-15,114.40,115.19,112.59,112.72,183303
14-Jan-15,112.96,113.27,110.73,113.27,197249
13-Jan-15,114.28,115.00,111.60,113.87,317814
12-Jan-15,112.89,113.17,110.11,110.81,231048
9-Jan-15,114.19,114.22,111.82,113.09,120252
8-Jan-15,113.96,115.09,113.71,114.23,127168
7-Jan-15,110.91,112.80,110.76,112.41,282213
6-Jan-15,109.91,110.02,107.09,108.09,247109
5-Jan-15,111.92,111.99,109.66,110.15,238361
2-Jan-15,111.15,111.62,110.15,110.40,130741
31-Dec-14,111.35,111.76,110.20,110.96,118306
30-Dec-14,109.96,110.04,109.14,109.88,99393
29-Dec-14,113.60,113.72,112.00,112.13,91570
26-Dec-14,115.00,115.15,113.24,113.65,141784
24-Dec-14,111.19,111.93,110.21,111.25,63735
23-Dec-14,111.09,112.81,110.38,112.76,162408
22-Dec-14,111.07,112.00,110.47,110.63,192542
19-Dec-14,109.17,112.20,108.58,111.78,296967
18-Dec-14,110.50,110.50,107.77,109.33,278703
17-Dec-14,106.09,111.05,106.00,109.47,429822
16-Dec-14,102.08,105.77,102.00,103.98,190420
15-Dec-14,105.86,106.56,103.25,103.49,317812
12-Dec-14,103.51,104.19,101.64,102.01,200045
11-Dec-14,103.97,105.15,103.44,103.55,263902
10-Dec-14,104.00,104.46,102.46,102.98,181085
9-Dec-14,105.36,106.19,105.07,105.73,161850
8-Dec-14,109.14,109.34,106.50,106.80,194897
5-Dec-14,111.40,111.79,110.55,111.32,182966
4-Dec-14,108.69,109.91,108.46,109.56,228089
3-Dec-14,102.30,104.41,102.28,103.18,239567
2-Dec-14,105.76,107.09,105.51,106.03,122370
1-Dec-14,104.75,105.77,104.15,105.38,251636
28-Nov-14,109.16,109.28,105.89,107.02,234346
26-Nov-14,112.73,113.80,112.39,113.12,128742
25-Nov-14,113.38,113.61,110.86,111.30,179017
24-Nov-14,115.95,116.03,114.88,115.00,88490
21-Nov-14,115.35,117.00,115.35,116.06,287057
20-Nov-14,110.29,110.90,109.93,110.66,122227
19-Nov-14,110.10,110.77,109.51,110.19,154471
18-Nov-14,110.65,110.69,109.78,110.54,117649
17-Nov-14,111.55,112.34,111.04,112.02,87336
14-Nov-14,113.14,114.59,112.77,114.22,120067
13-Nov-14,114.20,114.20,111.89,112.61,254514
