Date,Open,High,Low,Close,Volume
13-Aug-15,171.36,175.25,171.36,172.76,985393
12-Aug-15,170.50,174.30,162.64,171.00,2728574
11-Aug-15,174.98,177.46,171.51,173.93,1368891
10-Aug-15,177.45,180.36,174.21,176.96,1234568
7-Aug-15,175.81,176.30,168.12,175.52,2454223
6-Aug-15,190.68,191.00,173.85,174.49,3071005
5-Aug-15,186.38,190.80,186.38,190.27,1097246
4-Aug-15,184.64,187.72,183.36,185.50,1283056
3-Aug-15,186.35,187.91,183.08,184.91,798318
31-Jul-15,185.00,187.96,183.68,185.83,1107815
30-Jul-15,183.65,186.54,181.00,185.19,1321638
29-Jul-15,186.32,186.94,181.71,183.65,1650707
28-Jul-15,188.83,188.83,183.75,186.83,1242397
27-Jul-15,194.31,194.80,184.52,186.29,2296902
24-Jul-15,198.90,200.55,195.39,196.88,1154390
23-Jul-15,194.90,200.10,194.80,197.09,1432077
22-Jul-15,190.65,193.78,189.83,192.40,1018166
21-Jul-15,190.03,192.47,189.11,192.07,1112417
20-Jul-15,190.50,191.55,188.32,190.03,1157381
17-Jul-15,191.50,192.70,190.11,191.25,1113586
16-Jul-15,186.69,191.75,185.50,190.06,1410013
15-Jul-15,185.00,185.93,183.32,185.14,1161064
14-Jul-15,181.90,186.36,181.72,184.25,1355073
13-Jul-15,182.90,183.94,179.20,181.13,1528193
10-Jul-15,176.61,181.15,174.15,180.80,1708214
9-Jul-15,175.00,176.21,173.79,174.81,1143440
8-Jul-15,169.82,174.58,169.54,172.48,1568289
7-Jul-15,175.00,175.00,167.82,171.51,2148464
6-Jul-15,173.63,177.16,172.38,175.32,1390112
2-Jul-15,176.80,177.11,172.15,173.90,1123609
1-Jul-15,176.59,178.28,175.80,176.14,1120372
30-Jun-15,173.39,176.24,173.39,174.70,1337935
29-Jun-15,169.63,174.69,168.32,171.85,1801995
26-Jun-15,179.78,179.84,174.00,175.26,2905856
25-Jun-15,179.87,180.72,178.14,178.82,1526007
24-Jun-15,180.26,181.56,178.76,179.14,1391924
23-Jun-15,183.90,184.56,180.38,181.93,1384285
22-Jun-15,184.93,185.00,181.55,184.04,1317490
19-Jun-15,182.88,184.80,181.40,184.08,1767791
18-Jun-15,181.58,183.96,181.50,182.88,1194560
17-Jun-15,177.48,181.74,177.01,180.64,1459801
16-Jun-15,176.75,178.80,175.82,176.70,997959
15-Jun-15,174.70,177.40,173.30,176.84,962763
12-Jun-15,173.14,176.47,173.09,175.85,795857
11-Jun-15,175.19,176.82,172.80,174.63,1020762
10-Jun-15,172.00,175.14,170.82,174.67,1262804
9-Jun-15,172.63,173.33,167.67,171.98,1287708
8-Jun-15,174.59,176.50,171.65,172.82,1482970
5-Jun-15,170.69,173.98,168.55,173.59,2426819
4-Jun-15,168.77,169.84,168.07,168.75,1247557
3-Jun-15,169.63,170.54,167.40,169.19,1496167
2-Jun-15,170.70,171.49,168.16,168.50,1551984
1-Jun-15,169.93,172.00,169.18,170.50,1914382
29-May-15,165.99,169.84,165.31,169.49,2101258
28-May-15,164.84,169.84,162.30,166.37,4033191
27-May-15,164.00,164.00,160.36,160.65,4095160
26-May-15,164.86,165.09,162.00,163.84,1931909
22-May-15,160.15,163.21,159.50,162.87,1316733
21-May-15,158.43,160.58,157.70,160.14,1055380
20-May-15,157.63,160.00,156.50,158.52,942143
19-May-15,158.50,159.98,158.11,158.33,1036375
18-May-15,154.24,158.15,153.50,157.73,856008
15-May-15,154.19,154.75,152.11,154.72,731573
14-May-15,153.16,154.00,151.70,153.71,1025146
13-May-15,152.77,152.77,150.83,151.48,887418
12-May-15,150.98,152.41,149.31,151.67,832025
11-May-15,151.24,153.00,151.12,151.82,515843
8-May-15,152.08,152.99,150.23,151.10,817254
7-May-15,146.19,150.42,146.09,149.41,1024061
6-May-15,146.80,147.51,144.42,145.80,1215851
5-May-15,151.65,151.67,146.10,147.03,1562266
4-May-15,151.84,154.30,151.30,152.77,776309
1-May-15,150.07,151.50,148.17,150.82,1198606
30-Apr-15,151.50,153.18,147.12,147.72,1115251
29-Apr-15,153.00,153.88,150.87,152.02,830756
28-Apr-15,155.00,155.34,150.76,153.28,904576
27-Apr-15,155.27,158.24,153.32,153.83,1223722
24-Apr-15,156.24,156.24,152.87,153.84,612593
23-Apr-15,152.87,156.39,151.57,154.78,1113226
22-Apr-15,154.70,154.90,152.00,153.87,1067309
21-Apr-15,148.08,154.45,147.54,154.37,3309187
20-Apr-15,143.80,146.62,143.45,146.51,903028
17-Apr-15,145.22,145.67,142.00,142.50,1271393
16-Apr-15,144.58,147.62,144.22,146.79,743196
15-Apr-15,145.00,145.55,143.83,144.71,724542
14-Apr-15,145.24,145.70,143.33,144.54,553713
13-Apr-15,147.27,147.89,144.85,145.15,930125
10-Apr-15,145.68,148.18,145.00,147.97,904224
9-Apr-15,147.19,147.50,144.31,146.05,829740
8-Apr-15,145.30,148.14,145.02,147.27,1316754
7-Apr-15,141.94,146.79,141.94,144.83,1633153
6-Apr-15,141.02,142.84,140.62,141.64,736925
2-Apr-15,142.11,142.89,140.29,141.81,1013903
1-Apr-15,146.44,146.44,139.54,141.53,2468058
31-Mar-15,148.39,148.39,145.19,146.08,1707031
30-Mar-15,147.69,150.44,147.32,148.61,1751812
27-Mar-15,141.79,147.13,141.71,146.44,1934087
26-Mar-15,136.52,141.70,134.33,141.45,1303194
25-Mar-15,140.27,141.16,136.94,138.62,1566267
24-Mar-15,141.45,143.40,139.96,140.28,1019271
23-Mar-15,144.11,144.24,141.15,141.32,1257940
20-Mar-15,146.41,146.89,143.81,144.08,2460531
19-Mar-15,145.07,146.78,144.87,146.19,961246
18-Mar-15,144.00,146.06,142.80,145.16,1222993
17-Mar-15,142.96,145.65,142.26,144.92,1070294
16-Mar-15,141.76,144.16,141.38,144.13,1170629
13-Mar-15,140.86,142.97,139.68,141.34,958853
12-Mar-15,141.47,141.95,139.52,141.34,1049340
11-Mar-15,138.55,141.23,137.81,140.56,1395896
10-Mar-15,136.94,138.66,135.15,138.55,1573835
9-Mar-15,140.57,140.95,134.07,138.73,2655035
6-Mar-15,143.18,144.00,140.22,140.73,1378617
5-Mar-15,143.96,144.73,142.38,143.14,1771602
4-Mar-15,148.57,148.57,142.43,143.51,2913176
3-Mar-15,142.17,149.35,139.99,148.90,5195500
2-Mar-15,144.00,146.40,142.27,145.98,3189142
27-Feb-15,144.50,144.53,141.59,142.22,1657495
26-Feb-15,142.84,146.28,142.73,143.05,1706517
25-Feb-15,139.00,142.35,138.92,142.06,1179101
24-Feb-15,138.52,140.21,137.94,138.61,936499
23-Feb-15,142.54,143.50,136.64,138.20,1687884
20-Feb-15,138.07,142.49,137.76,141.61,1116626
19-Feb-15,137.89,139.18,136.82,137.91,801947
18-Feb-15,136.93,137.25,134.90,136.88,728892
17-Feb-15,136.59,138.32,134.86,136.89,1295534
13-Feb-15,135.15,135.97,132.63,135.27,1238686
12-Feb-15,134.52,134.96,132.23,133.01,1166596
11-Feb-15,129.41,132.18,129.15,131.72,1220952
10-Feb-15,126.36,128.94,125.80,128.43,651412
9-Feb-15,125.59,126.10,123.58,125.03,647256
6-Feb-15,127.61,128.15,124.71,125.62,707956
5-Feb-15,126.85,127.40,125.81,127.11,799784
4-Feb-15,122.15,126.22,122.15,125.68,906320
3-Feb-15,125.60,125.60,121.31,123.53,1390449
2-Feb-15,126.16,126.72,122.64,125.11,1441867
30-Jan-15,128.53,129.57,125.67,126.39,1175831
29-Jan-15,125.69,130.00,125.03,129.29,1211557
28-Jan-15,127.17,128.82,124.60,125.45,866073
27-Jan-15,124.50,127.55,123.75,126.00,638612
26-Jan-15,126.62,127.33,124.56,126.93,1135139
23-Jan-15,122.28,128.18,121.77,126.81,1187108
22-Jan-15,125.50,125.63,121.11,123.68,1041447
21-Jan-15,124.67,126.19,123.06,125.35,758368
20-Jan-15,125.01,125.97,122.26,124.46,776830
16-Jan-15,121.67,125.18,121.58,125.01,845955
15-Jan-15,127.06,127.19,121.30,122.08,1162584
14-Jan-15,123.79,126.48,123.20,126.30,817133
13-Jan-15,127.40,128.59,123.18,124.75,1138421
12-Jan-15,125.99,128.03,124.00,127.28,875723
9-Jan-15,127.19,129.42,125.78,125.82,927510
8-Jan-15,126.56,127.62,125.80,127.21,714809
7-Jan-15,124.36,126.97,123.63,125.53,1263830
6-Jan-15,124.00,125.19,118.09,121.85,1351297
5-Jan-15,120.73,124.19,120.18,123.73,1351009
2-Jan-15,122.60,122.96,117.60,121.42,1650443
31-Dec-14,121.92,124.53,121.92,122.57,717807
30-Dec-14,122.09,122.96,121.17,121.80,606682
29-Dec-14,127.14,127.18,120.78,122.89,1655873
26-Dec-14,126.00,128.20,126.00,127.43,728693
24-Dec-14,125.22,127.56,124.98,125.99,358688
23-Dec-14,126.00,126.90,124.05,125.22,847212
22-Dec-14,125.22,128.00,124.92,125.72,1592145
19-Dec-14,123.66,125.65,122.98,124.36,2829298
18-Dec-14,122.62,124.95,122.11,123.44,1857872
17-Dec-14,117.26,120.27,116.70,120.03,995677
16-Dec-14,117.34,118.00,114.96,116.64,1191335
15-Dec-14,118.88,121.41,117.53,118.08,1360143
12-Dec-14,117.80,119.75,117.16,118.07,797922
11-Dec-14,118.32,120.41,117.46,118.91,1126746
10-Dec-14,118.84,119.50,116.47,117.14,1155183
9-Dec-14,114.96,119.45,112.22,118.84,1364824
8-Dec-14,118.88,120.84,115.74,116.86,1216108
5-Dec-14,118.61,119.27,117.69,118.88,1012376
4-Dec-14,118.59,120.38,117.94,118.29,910307
3-Dec-14,118.13,119.50,117.35,118.58,1169482
2-Dec-14,119.98,120.61,117.37,117.70,1767402
1-Dec-14,123.00,123.07,118.76,119.71,2381804
28-Nov-14,120.67,123.22,120.23,123.00,967109
26-Nov-14,119.34,120.70,118.01,120.60,2072694
25-Nov-14,114.84,120.25,114.28,120.19,7551906
24-Nov-14,111.75,113.38,110.53,113.26,3326173
21-Nov-14,110.77,111.39,108.10,108.93,1493482
20-Nov-14,107.38,109.27,106.83,109.04,1551101
19-Nov-14,109.00,109.53,106.50,107.33,1061502
18-Nov-14,109.44,110.74,108.64,109.00,846351
17-Nov-14,110.85,112.11,108.83,109.35,1216924
14-Nov-14,109.77,110.91,108.00,110.78,1125001
13-Nov-14,109.36,111.45,109.14,109.60,1324820
